Episode,Turn,User Query,Bot Response,Expected Response,Reward,Done
349,1,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
349,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
349,3,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
350,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
350,2,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
350,3,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
351,1,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
351,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
351,3,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
352,1,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
352,2,when are you open?,I'm sorry to hear that. Let me check the tracking info for you.,"Our business hours are 9 AM to 5 PM, Monday to Friday.",-1,False
352,3,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
353,1,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
353,2,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
353,3,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
354,1,do you love me?,You're welcome! Have a great day!,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
354,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
354,3,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
355,1,do you love me?,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
355,2,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
355,3,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
356,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
356,2,hey,"Yes, we offer a 30-day refund policy for eligible returns.",Hello! How can I help you today?,-1,False
356,3,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
357,1,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
357,2,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
357,3,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
358,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
359,1,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
359,2,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
359,3,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
360,1,what's 2+2,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
360,2,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
360,3,do you love me?,You can reset your password using the link we sent to your email.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
361,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
362,1,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
362,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
362,3,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
363,1,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
363,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
363,3,return an item,Hello! How can I help you today?,"Yes, we offer a 30-day refund policy for eligible returns.",-1,True
364,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
364,2,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
364,3,how are you?,Hello! How can I help you today?,"I'm just a bot, but I’m here to help you!",-1,True
365,1,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
365,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
365,3,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
366,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
367,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
367,2,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
367,3,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
368,1,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
368,2,hi darling,"Sorry, I didn’t quite get that. Could you please rephrase?","I'm just a bot, but I’m here to help you!",-1,False
368,3,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
369,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
369,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
369,3,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
370,1,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
370,2,what's 2+2,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
370,3,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
371,1,do you love me?,You're welcome! Have a great day!,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
371,2,hi darling,Hello! How can I help you today?,"I'm just a bot, but I’m here to help you!",-1,False
371,3,how are you?,You're welcome! Have a great day!,"I'm just a bot, but I’m here to help you!",-1,True
372,1,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
372,2,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
372,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
373,1,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
373,2,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
373,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
374,1,hi darling,I'm sorry to hear that. Let me check the tracking info for you.,"I'm just a bot, but I’m here to help you!",-1,False
374,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
374,3,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,True
375,1,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
375,2,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
375,3,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
376,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
376,2,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
376,3,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
377,1,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
377,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
377,3,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,True
378,1,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
378,2,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
